hu;titulo_projeto;classificacao_institucional_pesquisa;envolve_seres_humanos;delineamento_estudo;tipo_estudo;eh_estudo_multicentrico;eh_projeto_com_coparticipacao;estado_projeto;tempo_decorrido_entre_status_1;tempo_decorrido_entre_status_2
HU-UFPI;COMPLICAÇÕES DOS PACIENTES COM VALVOPATIA AÓRTICA IMPORTANTE SUBMETIDOS À CIRURGIA DE TROCA VALVAR EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;COLANGITE ESCLEROSANTE PRIMÁRIA EM PACIENTES COM DOENÇAS INFLAMATÓRIAS INTESTINAIS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Classificação de Bethesda das citologias por agulha fina da tireoide realizadas no Hospital Universitário da Universidade Federal do Piauí (HU-UFPI) nos anos de 2019 e 2020.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ENTRAVES À TERAPIA MEDICAMENTOSA EM AMBULATÓRIO DE SAÚDE MENTAL DO ESTADO DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ENFRENTAMENTO RELIGIOSO/ESPIRITUAL DE FAMILIARES DE PACIENTES INTERNADOS EM UMA UNIDADE DE TRATAMENTO INTENSIVO;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Efetividade de Terapias Alternativas para Hanseníase em Pacientes Resistentes e ou com Reações Adversas ao Tratamento Padrão Preconizado pelo Ministério da Saúde;Pesquisa Acadêmica;True;Retrospectivo;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;EFETIVIDADE DE INTERVENÇÃO EDUCATIVA PARA PREVENÇÃO LESÕES POR PRESSÃO COM BASE NOS INDICADORES DE QUALIDADE;Pesquisa Acadêmica;True;Transversal;quase experimental com comparação antes e depois;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;EFEITOS HEMODINÂMICOS DA ADMINISTRAÇÃO DE SULFATO DE MAGNÉSIO NA INDUÇÃO ANESTÉSICA DURANTE A LARINGOSCOPIA E INTUBAÇÃO OROTRAQUEAL;Pesquisa Acadêmica;True;Coorte;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;EFEITOS DA SUPLEMENTAÇÃO COM PROBIÓTICOS SOBRE OS PARÂMETROS CLÍNICOS DO TRATO GASTROINTESTINAL E QUALIDADE DE VIDA RELACIONADA A CONSTIPAÇÃO DE PACIENTES COM DOENÇA DE PARKINSON;Pesquisa Acadêmica;True;Caso-controle;Experimental/Clínico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;EFEITOS DA LASERTERAPIA NO CONTROLE DA RADIODERMATITE;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;DOR NA HISTEROSCOPIA DIAGNÓSTICA EM MULHERES COM SUSPEITA DE DOENÇAS ENDOMETRIAIS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;DOENÇA ATEROSCLERÓTICA CORONARIANA: PAPEL DO COLESTEROL NÃO-HDL;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;98;137
HU-UFPI;DISTÚRBIOS DO SONO EM PACIENTES ATENDIDOS NO AMBULATÓRIO DE CUIDADOS PALIATIVOS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;180;222
HU-UFPI;DESFECHOS PÓS-OPERATÓRIOS DE DOENÇAS DA AORTA TORÁCICA EM HOSPITAL DE REFERÊNCIA NO ESTADO DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Desfechos de Pacientes com Estomia Submetidos a Reconstrução de Trânsito Intestinal;Pesquisa Acadêmica;True;Trata-se de um estudo longitudinal analítico;Ciências Sociais e Humanas e Aplicadas em Saúde;True;False;Projeto inativo;Pendente;Pendente
HU-UFPI;DESFECHO DE PACIENTES COM COLANGITE AGUDA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ: UM ESTUDO DE COORTE;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;DESENVOLVIMENTO E VALIDAÇÃO DE BUNDLE PARA CONTROLE DE PROBLEMAS RELACIONADOS A MEDICAMENTOS ASSOCIADOS À ANTIBIOTICOTERAPIA EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;DESENVOLVIMENTO DE UM SOFTWARE PARA GESTÃO DE FILA CIRURGICA ELETIVA EM HOSPITAL UNIVERSITÁRIO DO NORDESTE DESENVOLVIMENTO DE UM SOFTWARE PARA GESTÃO DE FILA CIRURGICA ELETIVA EM UM HOSPITAL UNIVERSITÁRIO DO NORDESTE;Desenvolvimento tecnológico;True;Pesquisa aplicada;Desenvolvimento/Avaliação;False;False;Projeto aprovado;55;78
HU-UFPI;EVENTOS CARDIOVASCULARES EM PACIENTES INTERNADOS COM COVID-19 EM UNIDADE DE TERAPIA INTENSIVA: UM ESTUDO OBSERVACIONAL RETROSPECTIVO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;141;197
HU-UFPI;Estudo Rosa dos Ventos: Diferenças Regionais nas Características Clínicas e no Tratamento da Insuficiência Cardíaca Crônica no Brasil.;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;True;True;Projeto aprovado;16;118
HU-UFPI;Estudo retrospectivo e prospectivo sobre as características epidemiológicas e clínicas de uma coorte de pacientes com doenças inflamatórias intestinais no Hospital Universitário da Universidade Federal do Piauí.;estudo de coorte;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;422;465
HU-UFPI;"Estudo Randomizado, Duplo-cego, Controlado por Placebo, de Grupos Paralelos, Multicêntrico para Avaliar a Eficácia e a Segurança da Terapia de Indução Subcutânea com Guselcumabe em Participantes com Doença de Crohn Moderada a Severamente Ativa; CNTO1959CRD3004";Pesquisa Clínica Multicêntrica;True;Multicêntrico, prospectivo e randomizado.;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Estudo Observacional Brasileiro em crianças com AME 5q (SOBRE5): efetividade, segurança e análise econômica do uso do onasemnogene abeparvoveque (Zolgensma®) com dados de mundo real.;Desenvolvimento tecnológico;True;Coorte;Ciências Sociais e Humanas e Aplicadas em Saúde;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ESTUDO MULTICÊNTRICO EPIDEMIOLÓGICO - REGISTRO DE PACIENTES COM DOENÇA DE CROHN E RETOCOLITE ULCERATIVA NO BRASIL;Desenvolvimento tecnológico;True;Transversal;Observacional/Epidemiológico;True;True;Projeto aprovado;29;42
HU-UFPI;ESTUDO DE VIDA REAL: TRATAMENTO DAS DOENÇAS INFLAMATÓRIAS INTESTINAIS COM VEDOLIZUMABE;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ESTUDO DE PREDITORES PRECOCES DE CARDIOTOXICIDADE DECORRENTE DO TRATAMENTO DO CÂNCER DE MAMA;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;True;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;Estudo de Coorte para Avaliação de Desfechos após Cirurgias nos países da América Latina;estudo de coorte;True;Coorte;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ESTUDO COMPARATIVO ENTRE A MISTURA ANESTÉSICA LIDOCAÍNA 1% E BUPIVACAÍNA 0,25% COM BUPIVACAÍNA 0,5% PURA PARA O BLOQUEIO OFTÁLMICO PERIBULBAR EM PACIENTES QUE SERÃO SUBMETIDOS A CIRURGIA DE CATARATA;Pesquisa Acadêmica;True;ENSAIO CLÍNICO;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ESTUDO CLÍNICO-EPIDEMIOLÓGICO DE FIBROMIALGIA NO AMBULATÓRIO DE REUMATOLOGIA DE UM HOSPITAL UNIVERSITÁRIO NO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;“ESTIMULAÇÃO DO SISTEMA HIS-PURKINJE VERSUS ESTIMULAÇÃO BIVENTRICULAR NA RESSINCRONIZAÇÃO CARDÍACA EM PACIENTES COM INSUFICIÊNCIA CARDÍACA CONGESTIVA”;Pesquisa Acadêmica;True;Coorte;Experimental/Clínico;True;True;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Estimulação Cardíaca e Estilo de Vida;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Estado nutricional relativo ao selênio e marcadores de estresse oxidativo em pacientes com doenças inflamatórias intestinais;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;INFECÇÃO DE SÍTIO CIRÚRGICO NO HU-UFPI;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;ÍNDICE DE ADIPOSIDADE VISCERAL EM MULHERES COM CÂNCER DE MAMA PÓS-QUIMIOTERAPIA;Pesquisa Acadêmica;True;Estudo clínico longitudinal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;IMPLANTAÇÃO DE TERAPIA SEQUENCIAL ORAL DE ANTIMICROBIANOS EM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Estudo de Intervenção;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;IMPACTOS DO ATRASO DA INTERNAÇÃO NO TRATAMENTO DOS PACIENTES IDOSOS COM FRATURA DE QUADRIL: ESTUDO DE CASO NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU-UFPI);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;59;87
HU-UFPI;IMPACTO DE MINERAIS EM DISTÚRBIOS ENDÓCRINO-METABÓLICOS;Pesquisa Acadêmica;True;Transversal;Experimental;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Gameterapia para auxílio em tratamentos de reabilitação respiratória;Desenvolvimento tecnológico;True;Caso-controle;Experimental/Clínico;False;False;Projeto aprovado;127;428
HU-UFPI;GAMETERAPIA PARA AUXÍLIO EM TRATAMENTOS DE REABILITAÇÃO DOS MÚSCULOS DA MASTIGAÇÃO E MÍMICA FACIAL.;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;77;119
HU-UFPI;Gameterapia Aplicada à Reabilitação pós Acidente Vascular Cerebral;Desenvolvimento tecnológico;True;Caso-controle;Experimental/Clínico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;Fatores que concorrem para a sustentabilidade de inovações em saúde ligados à digitalização: experiências de Hospitais Universitários;Pesquisa Acadêmica;True;Estudo de caso;Ciências Sociais e Humanas e Aplicadas em Saúde;True;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;FATORES DE RISCO E EVENTOS CARDIOVASCULARES EM PACIENTES COM LÚPUS ERITEMATOSO SISTÊMICO ATENDIDOS EM HOSPITAL TERCIÁRIO;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Projeto aprovado;84;112
HU-UFPI;“EXPRESSÕES DA QUESTÃO SOCIAL NA SAÚDE E O TRABALHO DO(A) ASSISTENTE SOCIAL NO ÂMBITO HOSPITALAR NA PANDEMIA DA COVID-19 EM TERESINA -PI”;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;EXPRESSÕES DA QUESTÃO SOCIAL NA SAÚDE E O TRABALHO DO(A) ASSISTENTE SOCIAL NO ÂMBITO HOSPITALAR EM TERESINA-PI NA PANDEMIA DA COVID-19;Pesquisa Acadêmica;True;ESTUDO DE CAMPO COM COMPLEMENTO BIBLIOGRAFICO;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;EVOLUÇÃO DE IDOSOS COM INJÚRIA RENAL AGUDA INTERNADOS EM UNIDADE DE TERAPIA INTENSIVA DE HOSPITAL TERCIÁRIO;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Projeto aprovado;44;78
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DOS PACIENTES SUBMETIDOS A CIRURGIA BARIÁTRICA NO HOSPITAL UNIVERSITÁRIO DA UFPI DURANTE O PRIMEIRO ANO DE FUNCIONAMENTO DO SERVIÇO;Pesquisa Acadêmica;True;prospectivo, descritivo, longitudinal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DOS CASOS DE COVID -19 EM UM HOSPITAL UNIVERSITÁRIO DO NORDESTE;Pesquisa Acadêmica;True;Descritivo e retrospectivo;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DE PACIENTES COM DIAGNÓSTICO DE MIGRÂNEA ATENDIDOS NO AMBULATÓRIO DE NEUROLOGIA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;O USO DO RETALHO MICROCIRÚRGICO ANTEROLATERAL DA COXA EM RECONSTRUÇÃO PÓS-MAXILECTOMIA: SÉRIE DE CASOS DO SERVIÇO DE CIRURGIA PLÁSTICA RECONSTRUTORA E MICROCIRURGIA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;O TRABALHO DO/A ASSISTENTE SOCIAL EM EQUIPE MULTIDISCIPLINAR DE CUIDADOS PALIATIVOS DE UM HOSPITAL UNIVERSITÁRIO, EM TERESINA – PI: UM ESTUDO SOB A ÓTICA DOS PROFISSIONAIS DE SERVIÇO SOCIAL;Pesquisa Acadêmica;True;Transversal;ciências sociais aplicadas;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;NÍVEL DE CONHECIMENTO SOBRE GLAUCOMA PRIMÁRIO DE ÂNGULO ABERTO ENTRE ESTUDANTES DE MEDICINA DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;MODELO DE PRESCRIÇÃO MÉDICA PARA TERAPIA EMPÍRICA ANTIMICROBIANA;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;MARCADORES INFLAMATÓRIOS E MAGNÉSIO SÉRICOS EM PACIENTES COM MIGRÂNEA - UM ESTUDO CASO-CONTROLE.;Pesquisa Acadêmica;True;Caso-controle;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Manifestações ungueais de doenças sistêmicas em pacientes internados no HU/UFPI;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;LESÕES POR PRESSÃO EM PACIENTES CRÍTICOS DURANTE A PANDEMIA POR COVID-19;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;INJÚRIA RENAL AGUDA NO TRANS E PÓS-OPERATÓRIO DE CIRURGIA NASAL ENDOSCÓPICA FUNCIONAL E ESTÉTICA EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Estudo longitudinal prospectivo;De caráter descritivo e quantitativo.;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;Influência das características clínico-epidemiológicas e de marcadores bioquímicos séricos no desfecho das cirurgias para tratamento do Traumatismo Raquimedular (TRM);Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PERFIL LIPÍDICO E RISCO CARDIOVASCULAR DE PACIENTES COM NEFRITE LÚPICA EM UM HOSPITAL UNIVERSITÁRIO DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PERFIL HISTOPATOLÓGICO DAS BIÓPSIAS CUTÂNEAS REALIZADAS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ NO PERÍODO DE JANEIRO A ABRIL DE 2023.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PERFIL EPIDEMIOLÓGICO E CLÍNICO DOS PACIENTE COM TRANSTORNO BIPOLAR ATENDIDOS EM UM AMBULATÓRIO DE SAÚDE MENTAL;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PERFIL DOS PACIENTES COM NEFRITE LÚPICA SUBMETIDOS À PULSOTERAPIA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ DURANTE A PANDEMIA DE COVID-19;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;49;130
HU-UFPI;PERFIL DE SANGRAMENTO ANTES E 6 MESES APÓS A INSERÇÃO DO SISTEMA INTRAUTERINO LIBERADOR DE LEVONORGESTREL (SIU-LNG) EM MULHERES COM SANGRAMENTO UTERINO ANORMAL (SUA) NO AMBITO DO SISTEMA ÚNICO DE SAÚDE (SUS);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;“PERFIL DE PACIENTES ATENDIDOS EM AMBULATÓRIO DE GERIATRIA DE UM HOSPITAL UNIVERSITÁRIO”;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PERFIL DE MULHERES EM TRATAMENTO DO CÂNCER DE MAMA ATENDIDAS EM UM HOSPITAL DO PIAUÍ NO PRIMEIRO ANO DE PANDEMIA;Pesquisa Acadêmica;True;Transversal;DESCRITIVO RETROSPECTIVO;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;PERFIL DAS BIÓPSIA RENAIS DOS PORTADORES DE NEFRITE LÚPICA E CORRELAÇÕES CLÍNICO-EPIDEMIOLÓGICAS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PERFIL CLÍNICO E TERAPÊUTICO DOS PACIENTES COM HIPERTIREOIDISMO ATENDIDOS NO AMBULATÓRIO DE ENDOCRINOLOGIA DE UM HOSPITAL UNIVERSITÁRIO;Desenvolvimento tecnológico;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PERFIL CLÍNICO E SOCIODEMOGRÁFICO DE PACIENTES COM CULTURAS POSITIVAS PARA MICRORGANISMOS MULTIRRESISTENTES INTERNADOS EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;PERFIL CLÍNICO-EPIDEMIOLÓGICO DOS PACIENTES INTERNADOS EM HOSPITAL UNIVERSITÁRIO AVALIADOS EM INTERCONSULTA PELA DERMATOLOGIA: A IMPORTÂNCIA DO DERMATOLOGISTA NO AMBIENTE HOSPITALAR;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;43;90
HU-UFPI;PERFIL CLÍNICO-EPIDEMIOLÓGICO DOS PACIENTES COM TROMBOCITOPENIA IMUNE PRIMÁRIA TRATADOS NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;76;116
HU-UFPI;PERFIL CLÍNICO-EPIDEMIOLÓGICO DE PACIENTES COM DEMÊNCIA ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DO PIAUÌ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICOS DOS PACIENTES INTERNADOS NA ENFERMARIA DE DERMATOLOGIA DO HOSPITAL UNIVERSITÁRIO DE TERESINA NO PERÍODO DE 2015 A 2021;Desenvolvimento tecnológico;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;RELAÇÃO INTERPESSOAL, BEM-ESTAR E SATISFAÇÃO COM OS CUIDADOS DE ENFERMAGEM DE PACIENTES NO AMBIENTE HOSPITALAR;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;RELAÇÃO ENTRE PARÂMETROS CIRURGICOS DA FACOEMULSIFICAÇAO E ESPESSURA MACULAR AVALIADA POR TOMOGRAFIA DE COERÊNCIA OPTICA;Pesquisa Acadêmica;True;Longitudinal, prospectivo, quantitativo;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;RELAÇÃO ENTRE A GRAVIDADE DA ARTROSE DO QUADRIL E O POSICIONAMENTO DO COMPONENTE ACETABULAR EM PACIENTES SUBMETIDOS A ARTROPLASTIA TOTAL DO QUADRIL;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;RELAÇÃO ENTRE ADICÇÃO AOS SMARTPHONES E O NÍVEL DE COMPETÊNCIA DE COMUNICAÇÃO INTERPESSOAL EM ENFERMEIROS DE INSTITUIÇÕES HOSPITALARES;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;QUALIDADE DE VIDA DE PACIENTES COM INSUFICIÊNCIA MITRAL PRIMÁRIA SUBMETIDOS A PROCEDIMENTO CIRÚRGICO NO HU-UFPI;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;PSEUDOMIXOMA PERITONEAL: PRINCIPAIS ACHADOS TOMOGRÁFICOS E DESFECHOS CLÍNICOS.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Protocolo de fase 2/3, randomizado, duplo cego, controlado por placebo e comparador ativo, de grupos paralelos, multicêntrico, para avaliar a eficácia e segurança do guselcumabe em participantes com doença de Crohn moderada a gravemente ativa.;Desenvolvimento tecnológico;True;Coorte;Protocolo de fase 2/3, randomizado, duplo cego.;True;False;Projeto aprovado;90;115
HU-UFPI;PROCESSO DE FORMAÇÃO DO SERVIÇO SOCIAL EM UM PROGRAMA DE RESIDÊNCIA MULTIPROFISSIONAL EM SAÚDE;Pesquisa Acadêmica;True;Pesquisa exploratória;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;158;198
HU-UFPI;PREVALÊNCIA DE CEFALEIA EM PACIENTES PORTADORES DE FIBROMIALGIA ATENDIDOS EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PRECEPTORIA: ANALISE DA PERCEPÇÃO DA ATUAÇÃO DOS PROFISSIONAIS DE SAÚDE EM UMA RESIDÊNCIA MULTIPROFISSIONAL;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PRECEPTORIA: ANALISE DA PERCEPÇÃO DA ATUAÇÃO DOS PROFISSIONAIS DE SAUDE EM UMA RESIDENCIA MULTIPROFISSIONAL .;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;VALOR PROGNÓSTICO DA TOMOGRAFIA COMPUTADORIZADA DO TÓRAX NA AVALIAÇÃO PROGNÓSTICA DE PACIENTES INTERNADOS COM COVID-19 EM UM HOSPITAL DE ALTA COMPLEXIDADE NO NORDESTE DO BRASIL;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
