Hospital Universitário (HU);Título do Projeto;Número do Projeto;Status do Projeto;Quem Fez;Quando Fez (Data/Hora);Duração;Status Onde Estava;Status O que Aconteceu
HU-UFPI;RELAÇÃO INTERPESSOAL, BEM-ESTAR E SATISFAÇÃO COM OS CUIDADOS DE ENFERMAGEM DE PACIENTES NO AMBIENTE HOSPITALAR;2483;Em ajuste para autorização do setor responsável;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;19/04/2022 15:15:35;18 Dia(s) 29 Min 11 Seg;Aguardando autorização do setor responsável;Solicitado ajustes
HU-UFPI;DOR NA HISTEROSCOPIA DIAGNÓSTICA EM MULHERES COM SUSPEITA DE DOENÇAS ENDOMETRIAIS;2505;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;18/05/2022 09:36:28;8 Dia(s) 19 Hr(s) 33 Min 30 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;SAZONALIDADE DA FADIGA NA DOENÇA DE PARKINSON EM LOCAL DE ALTA TEMPERATURA;2510;Em ajuste pelo pesquisador;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;25/03/2022 15:42:07;1 Dia(s) 20 Hr(s) 44 Min 37 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;Estudo Rosa dos Ventos: Diferenças Regionais nas Características Clínicas e no Tratamento da Insuficiência Cardíaca Crônica no Brasil.;2526;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;20/07/2022 12:14:28;19 Hr(s) 33 Min 56 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Construção de banco de imagem de microscopia para diagnóstico e acompanhamento da tuberculose usando visão e inteligência computacional;2535;Projeto aprovado;CARLOS EDUARDO BATISTA DE LIMA;06/10/2022 15:23;3 Dia(s) 4 Hr(s) 50 Min 19 Seg;Aguardando autorização do setor responsável;Projeto aprovado
HU-UFPI;Avaliação de um protocolo de suplementação com vitamina E para pacientes com câncer de mama em tratamento no quimioterápico no SUS: Impacto, eficiência e aplicabilidade;2545;Em cadastramento;;;;;
HU-UFPI;Gameterapia Aplicada à Reabilitação pós Acidente Vascular Cerebral;2578;Projeto inativo;Administrador do Sistema;04/06/2022 22:56;1 Dia(s) 11 Hr(s) 46 Min 1 Seg;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;: AVALIAÇÃO DE UM PROTOCOLO DE SUPLEMENTAÇÃO COM VITAMINA E PARA PACIENTES COM CÂNCER DE MAMA EM TRATAMENTO QUIMIOTERÁPICO NO SUS: IMPACTOS, EFICIÊNCIA E APLICABILIDADE;2579;Aguardando assinatura da carta de anuência;ANA LINA DE CARVALHO CUNHA SALES;26/01/2023 09:31:37;6 Dia(s) 18 Hr(s) 51 Min 10 Seg;Aguardando autorização do setor responsável;Emissão da carta de anuência
HU-UFPI;Ensaio clínico randomizado, multicêntrico e controlado de avaliação de tratamento antimicrobiano em traqueobronquite associada à ventilação mecânica – ESTUDO VATICAN;2582;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;29/10/2024 10:23:38;3 Dia(s) 23 Hr(s) 46 Min 1 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ESTUDO CLÍNICO-EPIDEMIOLÓGICO DE FIBROMIALGIA NO AMBULATÓRIO DE REUMATOLOGIA DE UM HOSPITAL UNIVERSITÁRIO NO PIAUÍ;2622;Projeto inativo;Administrador do Sistema;04/05/2022 15:22;;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;BUSCA ATIVA DE REAÇÕES ADVERSAS A MEDICAMENTOS (RAM) EM UM HOSPITAL UNIVERSITÁRIO;2624;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;07/04/2022 13:34;14 Dia(s) 2 Hr(s) 32 Min 3 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DOS CASOS DE COVID -19 EM UM HOSPITAL UNIVERSITÁRIO DO NORDESTE;2636;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;22/07/2022 10:52:25;17 Hr(s) 51 Min 53 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Neoplasias malignas da região oral e maxilofacial de pacientes atendidos no Hospital Universitário da Universidade Federal do Piauí;2639;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;03/01/2023 08:14;17 Hr(s) 19 Min 14 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Acesso à reabilitação após acidente vascular cerebral no Brasil: estudo multicêntrico, retrospectivo;2643;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;22/07/2022 10:52:41;17 Hr(s) 52 Min 10 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;FATORES DE RISCO E EVENTOS CARDIOVASCULARES EM PACIENTES COM LÚPUS ERITEMATOSO SISTÊMICO ATENDIDOS EM HOSPITAL TERCIÁRIO;2649;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;19/07/2022 14:48:36;3 Hr(s) 16 Min 25 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ALTERAÇÕES CARDIOVASCULARES EM PACIENTES COM CÂNCER DE MAMA SUBMETIDOS A TRATAMENTO COM ANTRACÍCLICOS OU TRASTUZUMABE EM HOSPITAL TERCIÁRIO DE TERESINA-PI;2652;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;19/07/2022 14:47:49;3 Hr(s) 13 Min 55 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;AVALIAÇÃO DE ARRITMIAS CARDÍACAS E DISTÚRBIOS DE CONDUÇÃO CARDÍACOS ATRAVÉS DA UTILIZAÇÃO DO SMARTWATCH (Apple Watch®) EM PACIENTES COM DOENÇA CARDIOVASCULAR;2654;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;19/07/2022 14:48:14;3 Hr(s) 14 Min 48 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ANÁLISE DO PERFIL DE CONSUMO DE ANTIMICROBIANOS ANTES E DUARANTE A PANDEMIA DA COVID-19 EM UM HOSPITAL UNIVERSITÁRIO DE ALTA COMPLEXIDADE;2689;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;10/10/2022 14:28;20 Seg;Aguardando autorização do setor responsável;Projeto aprovado
HU-UFPI;VALOR PROGNÓSTICO DA TOMOGRAFIA COMPUTADORIZADA DO TÓRAX NA AVALIAÇÃO PROGNÓSTICA DE PACIENTES INTERNADOS COM COVID-19 EM UM HOSPITAL DE ALTA COMPLEXIDADE NO NORDESTE DO BRASIL;2692;Em cadastramento;;;;;
HU-UFPI;PERFIL CLÍNICO-EPIDEMIOLÓGICO DE PACIENTES COM DEMÊNCIA ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DO PIAUÌ;2695;Aguardando aprovação do CEP;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;26/04/2022 15:20:18;1 Dia(s) 2 Hr(s) 7 Min 31 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;RELAÇÃO ENTRE ADICÇÃO AOS SMARTPHONES E O NÍVEL DE COMPETÊNCIA DE COMUNICAÇÃO INTERPESSOAL EM ENFERMEIROS DE INSTITUIÇÕES HOSPITALARES;2698;Em ajuste pelo pesquisador;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;31/03/2022 14:02:31;3 Hr(s) 58 Min;Em análise pela GEP;Solicitado ajustes
HU-UFPI;Estado nutricional relativo ao selênio e marcadores de estresse oxidativo em pacientes com doenças inflamatórias intestinais;2714;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;27/07/2022 10:14:41;1 Dia(s) 21 Hr(s) 14 Min 9 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ABSENTEÍSMO DE TRABALHADORES DE ENFERMAGEM EM UM HOSPITAL UNIVERSITÁRIO BRASILEIRO;2718;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;09/04/2023 08:41;2 Dia(s) 17 Hr(s) 49 Min 48 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Efetividade de Terapias Alternativas para Hanseníase em Pacientes Resistentes e ou com Reações Adversas ao Tratamento Padrão Preconizado pelo Ministério da Saúde;2725;Em ajuste pelo pesquisador;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;19/04/2022 15:23:20;10 Dia(s) 22 Hr(s) 49 Min 38 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;Características pessoais e profissionais das mulheres na Cirurgia e Traumatologia Bucomaxilofacial;2738;Em ajuste para autorização do setor responsável;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;17/05/2022 14:48:21;5 Dia(s) 2 Hr(s) 54 Min 9 Seg;Aguardando autorização do setor responsável;Solicitado ajustes
HU-UFPI;ASSOCIAÇÃO ENTRE AS COMORBIDADES E O TEMPO DE INTERNAÇÃO DOS CASOS DE COVID-19 EM UM HOSPITAL UNIVERSITÁRIO DO NORDESTE;2755;Projeto inativo;Administrador do Sistema;04/05/2022 11:45;;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;VALIDAÇÃO DE QUESTIONÁRIO PARA AVALIAR O COMPROMETIMENTO DA SAÚDE MENTAL DE MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA;2800;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;07/04/2022 13:33;12 Dia(s) 33 Min 26 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICOS DOS PACIENTES INTERNADOS NA ENFERMARIA DE DERMATOLOGIA DO HOSPITAL UNIVERSITÁRIO DE TERESINA NO PERÍODO DE 2015 A 2021;2808;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;18/08/2022 10:54:52;19 Min 16 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PSEUDOMIXOMA PERITONEAL: PRINCIPAIS ACHADOS TOMOGRÁFICOS E DESFECHOS CLÍNICOS.;2835;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;20/05/2022 17:10:15;1 Min 36 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DA ADEQUAÇÃO DA TERAPIA NUTRICIONAL ENTERAL E DO ESTADO NUTRICIONAL EM UMA UNIDADE DE TERAPIA INTENSIVA;2882;Projeto inativo;Administrador do Sistema;04/12/2022 15:41;;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;DESFECHOS PÓS-OPERATÓRIOS DE DOENÇAS DA AORTA TORÁCICA EM HOSPITAL DE REFERÊNCIA NO ESTADO DO PIAUÍ;2891;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;18/05/2022 09:35:33;23 Hr(s) 34 Min 15 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;GAMETERAPIA PARA AUXÍLIO EM TRATAMENTOS DE REABILITAÇÃO DOS MÚSCULOS DA MASTIGAÇÃO E MÍMICA FACIAL.;2905;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;08/03/2022 15:44;1 Dia(s) 1 Hr(s) 34 Min 42 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Gameterapia Aplicada à Reabilitação pós Acidente Vascular Cerebral;2906;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;18/05/2022 09:29:20;23 Hr(s) 28 Min 6 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Levantamento Epidemiológico de complicações pós-cirúrgicas em pacientes com traumas da face no Hospital Universitário da Universidade Federal do Piau´´i;2907;Em ajuste pelo pesquisador;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;04/12/2022 12:00;5 Dia(s) 4 Hr(s) 9 Min 5 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;Análise de dados de Gestão de Hospitais Universitários e Economia da Saúde no Brasil;2923;Projeto inativo;Administrador do Sistema;05/10/2022 15:23;;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;Avaliação das alterações dos hormônios tireoidianos em pacientes com Sangramento Uterino Anormal (SUA) no Hospital Universitário da Universidade Federal do Piauí campus Teresina Uterino Anormal (SUA) no Hospital Universitário da Universidade Federal do Piauí.;2926;Aguardando autorização do setor responsável;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;28/04/2022 16:02:49;6 Seg;Em análise pela GEP;Solicitado autorização do setor responsável
HU-UFPI;Associação entre o tempo de jejum perioperatório, ocorrência de complicações e tempo de internação hospitalar em pacientes oncológicos.;2935;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;31/01/2024 08:40:50;16 Hr(s) 54 Min 50 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Profilaxia antibiótica para endocardite infeciosa relacionada a procedimentos odontológicos: análise bibliométrica;2939;Em cadastramento;;;;;
HU-UFPI;Repercussões da Covid 19 sobre a Hanseníase no estado do Piauí;2954;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;07/12/2022 15:38;23 Hr(s) 6 Min 20 Seg;Aguardando autorização do setor responsável;Projeto aprovado
HU-UFPI;ESTUDO CLÍNICO-EPIDEMIOLÓGICO DE FIBROMIALGIA NO AMBULATÓRIO DE REUMATOLOGIA DE UM HOSPITAL UNIVERSITÁRIO NO PIAUÍ;2958;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;18/05/2022 09:26:57;23 Hr(s) 25 Min 54 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;TRATAMENTO DA DOR EM PACIENTES ONCOLÓGICOS ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ – HU – UFPI;2969;Em ajuste pelo pesquisador;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;19/04/2022 15:35:06;7 Dia(s) 23 Hr(s) 7 Min 59 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;CORRELAÇÃO CLÍNICA E ANATOMOPATOLÓGICA DOS PACIENTES COM ALOPECIA FRONTAL FIBROSANTE E LIQUEN PLANO PILAR: ESTUDO DE SÉRIE DE CASOS.;2976;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;28/09/2022 15:27:44;14 Dia(s) 2 Hr(s) 26 Min 47 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DE SÍNDROME DE FRAGILIDADE EM IDOSOS ATENDIDOS NO AMBULATÓRIO DE CUIDADOS PALIATIVOS NO HOSPITAL UNIVERSITÁRIO DA UFPI;2982;Projeto inativo;Administrador do Sistema;19/04/2022 15:39:05;;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;AVALIAÇÃO DA RESPOSTA AO TRATAMENTO DE PACIENTES COM NEFRITE LÚPICA PROLIFERATIVA EM RELAÇÃO AO INTERVALO DE ADMINISTRAÇÃO DE CICLOFOSFAMIDA EM UM HOSPITAL TERCIÁRIO;2984;Projeto aprovado;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;11/11/2022 10:01;2 Min 50 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;casa da tia;2985;Projeto inativo;Administrador do Sistema;04/12/2022 12:38;;Em cadastramento;Projeto inativo
HU-UFPI;AVALIAÇÃO DO CONHECIMENTO DE MÉDICOS NÃO OFTALMOLOGISTAS SOBRE O PROCESSO DE DOAÇÃO DE CÓRNEA;2992;Projeto inativo;Administrador do Sistema;13/04/2022 18:38:25;;Em cadastramento;Projeto inativo
HU-UFPI;ASSOCIAÇÃO ENTRE COMPLICAÇÕES INTRADIALÍTICAS E EVOLUÇÃO EM PACIENTES COM INJÚRIA RENAL AGUDA COM NECESSIDADE DE DIÁLISE INTERNADOS EM UM HOSPITAL TERCIÁRIO;2998;Projeto aprovado;GINIVALDO VICTOR RIBEIRO DO NASCIMENTO;11/11/2022 10:01;1 Min 35 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Classificação de Bethesda das citologias por agulha fina da tireoide realizadas no Hospital Universitário da Universidade Federal do Piauí (HU-UFPI) nos anos de 2019 e 2020.;3002;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;20/05/2022 17:10:23;1 Min 46 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DO ESTILO DE VIDA DOS MÉDICOS RESIDENTES DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;3014;Em cadastramento;;;;;
HU-UFPI;AVALIAÇÃO DO ESTILO DE VIDA DOS MÉDICOS RESIDENTES DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;3015;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;07/04/2022 13:38;5 Dia(s) 30 Min 9 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CÂNCER DE PÂNCREAS: PRINCIPAIS ACHADOS TOMOGRÁFICOS, SUBTIPOS HISTOLÓGICOS E DESFECHOS CLÍNICOS;3022;Projeto inativo;Administrador do Sistema;26/04/2022 12:00:38;;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;AVALIAÇÃO DO CONHECIMENTO DE MÉDICOS NÃO OFTALMOLOGISTAS SOBRE O PROCESSO DE DOAÇÃO DE CÓRNEA;3024;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;07/04/2022 13:36;23 Dia(s) 21 Hr(s) 35 Min 58 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CARACTERIZAÇÃO DAS REAÇÕES TRANSFUSIONAIS IMEDIATAS NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;3026;Em cadastramento;;;;;
HU-UFPI;Caracterização das Reações Transfusionais Imediatas no Hospital Universitário do Piauí;3027;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;20/05/2022 17:10:53;2 Min 16 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Sofrimento mental em pacientes oncológicos paliativos tratados no Hospital Universitário HU-UFPI e seus cuidadores;3028;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;20/05/2022 17:10:44;2 Min 57 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;SAÚDE MENTAL DOS MÉDICOS RESIDENTES DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU-UFPI);3030;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;18/05/2022 09:28:35;23 Hr(s) 28 Min 10 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DE PACIENTES COM DIAGNÓSTICO DE MIGRÂNEA ATENDIDOS NO AMBULATÓRIO DE NEUROLOGIA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;3032;Projeto inativo;Administrador do Sistema;14/04/2022 10:25:41;;Em cadastramento;Projeto inativo
HU-UFPI;CORRELAÇÃO ENTRE HISTOLOGIA E CITOLOGIA DE NÓDULOS DE TIREÓIDE REALIZADAS EM UM HOSPITAL UNIVERSITÁRIO;3038;Projeto inativo;Administrador do Sistema;14/04/2022 14:12:12;;Em cadastramento;Projeto inativo
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DE PACIENTES COM DIAGNÓSTICO DE MIGRÂNEA ATENDIDOS NO AMBULATÓRIO DE NEUROLOGIA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;3040;Projeto aprovado;ZAINE DALETE DA SILVA;22/07/2025 12:01:54;16 Dia(s) 19 Hr(s) 12 Min 50 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ANÁLISE DA MICROBIOLOGIA DA BILE DE PACIENTES SUBMETIDOS À DESOBSTRUÇÃO CIRÚRGICA DAS VIAS BILIARES NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;3041;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;07/04/2022 13:33;10 Dia(s) 32 Min 35 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Avaliação da acurácia na punção ecoendoscópica para o diagnóstico das lesões sólidas pancreáticas em Hospital Universitário;3043;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;18/05/2022 09:27:56;23 Hr(s) 27 Min 28 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ANÁLISE DA RESISTÊNCIA MECÂNICA DA FIXAÇÃO INFRATECTAL E SUPRATECTAL DAS FRATURAS DA PAREDE ANTERIOR DO ACETÁBULO;3048;Projeto aprovado;CARLOS EDUARDO BATISTA DE LIMA;06/10/2022 15:13;9 Dia(s) 23 Hr(s) 17 Min 55 Seg;Aguardando autorização do setor responsável;Projeto aprovado
HU-UFPI;AVALIAÇÃO DO CONHECIMENTO DE MÉDICOS NÃO OFTALMOLOGISTAS SOBRE O PROCESSO DE DOAÇÃO DE CÓRNEA;3049;Projeto inativo;Administrador do Sistema;14/04/2022 18:22:34;;Em cadastramento;Projeto inativo
HU-UFPI;ANÁLISE DO PERFIL E DESFECHOS CLÍNICOS EM PACIENTES SUBMETIDOS A CIRURGIA CARDÍACA EM UM HOSPITAL UNIVERSITÁRIO;3050;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;19/05/2022 09:37:18;23 Hr(s) 36 Min 38 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL DOS PACIENTES COM NEFRITE LÚPICA SUBMETIDOS À PULSOTERAPIA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ DURANTE A PANDEMIA DE COVID-19;3053;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;22/08/2022 11:50:16;3 Dia(s) 15 Hr(s) 3 Min 8 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;CORRELAÇÃO ENTRE HISTOLOGIA E CITOLOGIA DE NÓDULOS DE TIREÓIDE REALIZADAS EM UM HOSPITAL UNIVERSITÁRIO;3055;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;07/04/2022 13:35;23 Dia(s) 21 Hr(s) 34 Min 43 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;DESFECHO DE PACIENTES COM COLANGITE AGUDA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ: UM ESTUDO DE COORTE;3056;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;07/04/2022 13:37;23 Dia(s) 21 Hr(s) 36 Min 43 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DOS FATORES PROGNÓSTICOS E ANÁLISE DE SOBREVIDA DOS PACIENTES COM ADENOCARCINOMA GÁSTRICO SUBMETIDOS À GASTRECTOMIA NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;3057;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;18/05/2022 09:28:12;23 Hr(s) 27 Min 45 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ANÁLISE BIOMECÂNICA DO QUADRIL HUMANO SAUDÁVEL DURANTE ACOMODAÇÃO EM REDES DE DESCANSO PARA APLICAÇÃO NO CONTEXTO PÓS-OPERATÓRIO DE ARTROPLASTIA DE QUADRIL;3059;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;07/04/2022 13:35;23 Dia(s) 21 Hr(s) 34 Min 51 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Uso de pessários como alternativa ao tratamento cirúrgico de prolapsos genitais;3061;Em cadastramento;;;;;
HU-UFPI;Uso de pessários como alternativa ao tratamento cirúrgico de prolapsos genitais;3062;Aguardando assinatura da carta de anuência;ALICE TACIANA ALVES FERREIRA BEZERRA;28/07/2025 12:47:18;1 Dia(s) 22 Hr(s) 37 Min 45 Seg;Aguardando autorização do setor responsável;Emissão da carta de anuência
HU-UFPI;CÂNCER DE PÂNCREAS: PRINCIPAIS ACHADOS TOMOGRÁFICOS, SUBTIPOS HISTOLÓGICOS E DESFECHOS CLÍNICOS;3063;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;18/05/2022 09:36:51;1 Dia(s) 21 Hr(s) 36 Min 29 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CORRELAÇÃO ENTRE TESTES SANGUÍNEOS E A ETIOLOGIA MALIGNA DA OBSTRUÇÃO DE VIAS BILIARES EXTRA-HEPÁTICAS;3068;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;20/05/2022 16:04:25;2 Dia(s) 6 Hr(s) 3 Min 24 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;O USO DO RETALHO MICROCIRÚRGICO ANTEROLATERAL DA COXA EM RECONSTRUÇÃO PÓS-MAXILECTOMIA: SÉRIE DE CASOS DO SERVIÇO DE CIRURGIA PLÁSTICA RECONSTRUTORA E MICROCIRURGIA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;3076;Aguardando aprovação do CEP;LIA CRUZ VAZ DA COSTA DAMÁSIO;20/05/2022 17:10:35;2 Min;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;IMPACTOS DO ATRASO DA INTERNAÇÃO NO TRATAMENTO DOS PACIENTES IDOSOS COM FRATURA DE QUADRIL: ESTUDO DE CASO NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU-UFPI);3083;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;14/07/2022 10:14:58;17 Min 58 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;EFEITOS DA SUPLEMENTAÇÃO COM PROBIÓTICOS SOBRE OS PARÂMETROS CLÍNICOS DO TRATO GASTROINTESTINAL E QUALIDADE DE VIDA RELACIONADA A CONSTIPAÇÃO DE PACIENTES COM DOENÇA DE PARKINSON;3098;Projeto inativo;Administrador do Sistema;05/04/2022 17:29;6 Dia(s) 1 Hr(s) 16 Min 10 Seg;Em ajuste para autorização do setor responsável;Projeto inativo
HU-UFPI;ANALGESIA PRÉ-OPERATÓRIA VERSUS ANALGESIA PÓS -OPERATÓRIA COM INFILTRAÇÃO DE ANASTÉSICO LOCAL EM INCISÕES CIRÚRGICAS DE COLECISTECTOMIA VIDEOLAPAROSCÓPICA;3099;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;28/09/2022 15:26:57;8 Dia(s) 22 Hr(s) 21 Min 5 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
