hu;titulo do projeto;classificacao institucional da pesquisa;projeto envolve seres humanos;delineamento do estudo;tipo de estudo;e estudo multicentrico;e projeto com co participacao;estado do projeto;tempo decorrido entre status 1;tempo decorrido entre status 2
HU-UFPI;estado nutricional relativo ao selênio e marcadores de estresse oxidativo em pacientes com doenças inflamatórias intestinais;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;infecção de sítio cirúrgico no hu-ufpi;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;índice de adiposidade visceral em mulheres com câncer de mama pós-quimioterapia;Pesquisa Acadêmica;True;Estudo clínico longitudinal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;implantação de terapia sequencial oral de antimicrobianos em hospital universitário;Pesquisa Acadêmica;True;Estudo de Intervenção;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;impactos do atraso da internação no tratamento dos pacientes idosos com fratura de quadril: estudo de caso no hospital universitário da universidade federal do piauí (hu-ufpi);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;59;87
HU-UFPI;impacto de minerais em distúrbios endócrino-metabólicos;Pesquisa Acadêmica;True;Transversal;Experimental;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;gameterapia para auxílio em tratamentos de reabilitação respiratória;Desenvolvimento tecnológico;True;Caso-controle;Experimental/Clínico;False;False;Projeto aprovado;127;428
HU-UFPI;gameterapia para auxílio em tratamentos de reabilitação dos músculos da mastigação e mímica facial.;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;77;119
HU-UFPI;gameterapia aplicada à reabilitação pós acidente vascular cerebral;Desenvolvimento tecnológico;True;Caso-controle;Experimental/Clínico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;fatores que concorrem para a sustentabilidade de inovações em saúde ligados à digitalização: experiências de hospitais universitários;Pesquisa Acadêmica;True;Estudo de caso;Ciências Sociais e Humanas e Aplicadas em Saúde;True;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;fatores de risco e eventos cardiovasculares em pacientes com lúpus eritematoso sistêmico atendidos em hospital terciário;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Projeto aprovado;84;112
HU-UFPI;“expressões da questão social na saúde e o trabalho do(a) assistente social no âmbito hospitalar na pandemia da covid-19 em teresina -pi”;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;expressões da questão social na saúde e o trabalho do(a) assistente social no âmbito hospitalar em teresina-pi na pandemia da covid-19;Pesquisa Acadêmica;True;ESTUDO DE CAMPO COM COMPLEMENTO BIBLIOGRAFICO;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;evolução de idosos com injúria renal aguda internados em unidade de terapia intensiva de hospital terciário;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Projeto aprovado;44;78
HU-UFPI;perfil clínico e epidemiológico dos pacientes submetidos a cirurgia bariátrica no hospital universitário da ufpi durante o primeiro ano de funcionamento do serviço;Pesquisa Acadêmica;True;prospectivo, descritivo, longitudinal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;perfil clínico e epidemiológico dos casos de covid -19 em um hospital universitário do nordeste;Pesquisa Acadêmica;True;Descritivo e retrospectivo;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clínico e epidemiológico de pacientes com diagnóstico de migrânea atendidos no ambulatório de neurologia do hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;o uso do retalho microcirúrgico anterolateral da coxa em reconstrução pós-maxilectomia: série de casos do serviço de cirurgia plástica reconstrutora e microcirurgia do hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;o trabalho do/a assistente social em equipe multidisciplinar de cuidados paliativos de um hospital universitário, em teresina – pi: um estudo sob a ótica dos profissionais de serviço social;Pesquisa Acadêmica;True;Transversal;ciências sociais aplicadas;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;nível de conhecimento sobre glaucoma primário de ângulo aberto entre estudantes de medicina da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;modelo de prescrição médica para terapia empírica antimicrobiana;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;marcadores inflamatórios e magnésio séricos em pacientes com migrânea - um estudo caso-controle.;Pesquisa Acadêmica;True;Caso-controle;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;manifestações ungueais de doenças sistêmicas em pacientes internados no hu/ufpi;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;lesões por pressão em pacientes críticos durante a pandemia por covid-19;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;injúria renal aguda no trans e pós-operatório de cirurgia nasal endoscópica funcional e estética em um hospital universitário;Pesquisa Acadêmica;True;Estudo longitudinal prospectivo;De caráter descritivo e quantitativo.;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;influência das características clínico-epidemiológicas e de marcadores bioquímicos séricos no desfecho das cirurgias para tratamento do traumatismo raquimedular (trm);Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil lipídico e risco cardiovascular de pacientes com nefrite lúpica em um hospital universitário do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil histopatológico das biópsias cutâneas realizadas no hospital universitário da universidade federal do piauí no período de janeiro a abril de 2023.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil epidemiológico e clínico dos paciente com transtorno bipolar atendidos em um ambulatório de saúde mental;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil dos pacientes com nefrite lúpica submetidos à pulsoterapia no hospital universitário da universidade federal do piauí durante a pandemia de covid-19;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;49;130
HU-UFPI;perfil de sangramento antes e 6 meses após a inserção do sistema intrauterino liberador de levonorgestrel (siu-lng) em mulheres com sangramento uterino anormal (sua) no ambito do sistema único de saúde (sus);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;“perfil de pacientes atendidos em ambulatório de geriatria de um hospital universitário”;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil de mulheres em tratamento do câncer de mama atendidas em um hospital do piauí no primeiro ano de pandemia;Pesquisa Acadêmica;True;Transversal;DESCRITIVO RETROSPECTIVO;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;perfil das biópsia renais dos portadores de nefrite lúpica e correlações clínico-epidemiológicas;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clínico e terapêutico dos pacientes com hipertireoidismo atendidos no ambulatório de endocrinologia de um hospital universitário;Desenvolvimento tecnológico;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clínico e sociodemográfico de pacientes com culturas positivas para microrganismos multirresistentes internados em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;perfil clínico-epidemiológico dos pacientes internados em hospital universitário avaliados em interconsulta pela dermatologia: a importância do dermatologista no ambiente hospitalar;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;43;90
HU-UFPI;perfil clínico-epidemiológico dos pacientes com trombocitopenia imune primária tratados no hospital universitário do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;76;116
HU-UFPI;perfil clínico-epidemiológico de pacientes com demência atendidos no hospital universitário do piauì;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clínico e epidemiológicos dos pacientes internados na enfermaria de dermatologia do hospital universitário de teresina no período de 2015 a 2021;Desenvolvimento tecnológico;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;relação interpessoal, bem-estar e satisfação com os cuidados de enfermagem de pacientes no ambiente hospitalar;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;relação entre parâmetros cirurgicos da facoemulsificaçao e espessura macular avaliada por tomografia de coerência optica;Pesquisa Acadêmica;True;Longitudinal, prospectivo, quantitativo;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;relação entre a gravidade da artrose do quadril e o posicionamento do componente acetabular em pacientes submetidos a artroplastia total do quadril;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;relação entre adicção aos smartphones e o nível de competência de comunicação interpessoal em enfermeiros de instituições hospitalares;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;qualidade de vida de pacientes com insuficiência mitral primária submetidos a procedimento cirúrgico no hu-ufpi;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;pseudomixoma peritoneal: principais achados tomográficos e desfechos clínicos.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;protocolo de fase 2/3, randomizado, duplo cego, controlado por placebo e comparador ativo, de grupos paralelos, multicêntrico, para avaliar a eficácia e segurança do guselcumabe em participantes com doença de crohn moderada a gravemente ativa.;Desenvolvimento tecnológico;True;Coorte;Protocolo de fase 2/3, randomizado, duplo cego.;True;False;Projeto aprovado;90;115
HU-UFPI;processo de formação do serviço social em um programa de residência multiprofissional em saúde;Pesquisa Acadêmica;True;Pesquisa exploratória;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;158;198
HU-UFPI;prevalência de cefaleia em pacientes portadores de fibromialgia atendidos em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;preceptoria: analise da percepção da atuação dos profissionais de saúde em uma residência multiprofissional;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;preceptoria: analise da percepção da atuação dos profissionais de saude em uma residencia multiprofissional .;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;valor prognóstico da tomografia computadorizada do tórax na avaliação prognóstica de pacientes internados com covid-19 em um hospital de alta complexidade no nordeste do brasil;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;validação de questionário para avaliar o comprometimento da saúde mental de mulheres vítimas de violência doméstica;Pesquisa Acadêmica;True;validação de questionário;validação de questionário;False;False;Aguardando aprovação do CEP;Pendente;Pendente
